Accession,Collection_Date,Host,Country,Subtype,Length,Isolate
WVS09628,12/13/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742561
WVS10082,12/13/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742560
WVS08327,12/6/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742558
WVS08555,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742557
WVS10334,11/27/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742555
WVS10238,12/7/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742554
WVS07681,11/20/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742552
WVS07633,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742551
WVS07507,12/5/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742549
WVS08351,12/2/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742548
WVS10214,12/6/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742546
WVS09592,12/8/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742545
WVS08807,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742543
WVS07873,11/17/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742542
WVS10070,12/12/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742540
WVS07729,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742538
WVS09352,12/21/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742536
WVS09640,12/15/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742534
WVS09124,12/13/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742532
WVS08495,11/30/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742530
WVS10656,12/5/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742528
WVS10574,12/5/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742526
WVS08507,11/30/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742524
WVS09916,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742522
WVS08531,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742520
WVS10668,12/5/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742518
WVS09019,12/4/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742515
WVS09112,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742514
WVS08339,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742513
WVS09007,12/2/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742511
WVS10610,12/7/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742510
WVS08483,11/30/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742508
WVS08543,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742507
WVS07517,12/5/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742505
WVS08995,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742504
WVS10632,12/8/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742502
WVS08567,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742498
WVS09078,11/28/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742496
WVS08879,12/5/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742492
WVS08579,12/4/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742489
WVS09364,12/21/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742486
WVS08423,11/30/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742483
WVS08447,12/4/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742480
WVS09031,12/4/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742477
WVS09904,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742474
WVS09340,12/10/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18742470
WVS20555,11/8/2023,Homo sapiens,USA,,582,EPI_ISL_18709421
WVS18291,11/22/2023,Homo sapiens,USA,,582,EPI_ISL_18709420
WVS18281,11/20/2023,Homo sapiens,USA,,582,EPI_ISL_18709419
WVS19427,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18709418
WVS20862,12/2/2023,Homo sapiens,USA,,582,EPI_ISL_18709417
WVS19438,11/27/2023,Homo sapiens,USA,,582,EPI_ISL_18709416
WVS21807,11/29/2023,Homo sapiens,USA,,582,EPI_ISL_18709415
WVS18638,11/9/2023,Homo sapiens,USA,,582,EPI_ISL_18709414
WVS20851,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18709413
WVS20566,11/18/2023,Homo sapiens,USA,,582,EPI_ISL_18709412
WVS20786,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18709411
WVS21862,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18709410
WVS20215,10/26/2023,Homo sapiens,USA,,582,EPI_ISL_18709409
WVS20577,11/18/2023,Homo sapiens,USA,,582,EPI_ISL_18709408
WVS20336,11/30/2023,Homo sapiens,USA,,582,EPI_ISL_18709407
WVS18759,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18709406
WVS20654,12/3/2023,Homo sapiens,USA,,582,EPI_ISL_18709405
WVS20797,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18709404
WVS19819,12/3/2023,Homo sapiens,USA,,582,EPI_ISL_18709403
WVS18456,11/13/2023,Homo sapiens,USA,,582,EPI_ISL_18709402
WVS19786,11/28/2023,Homo sapiens,USA,,582,EPI_ISL_18709401
WVS20588,11/18/2023,Homo sapiens,USA,,582,EPI_ISL_18709400
WVS20314,11/27/2023,Homo sapiens,USA,,582,EPI_ISL_18709399
WVS19416,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18709398
WVS19797,12/1/2023,Homo sapiens,USA,,582,EPI_ISL_18709397
WVS18781,11/27/2023,Homo sapiens,USA,,582,EPI_ISL_18709396
WVS22181,12/2/2023,Homo sapiens,USA,,582,EPI_ISL_18709395
WVS19493,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18709394
WVS19515,11/27/2023,Homo sapiens,USA,,582,EPI_ISL_18709393
WVS19482,11/23/2023,Homo sapiens,USA,,582,EPI_ISL_18709392
WVS21576,12/4/2023,Homo sapiens,USA,,582,EPI_ISL_18709391
WVS20819,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18709390
WVS21653,12/6/2023,Homo sapiens,USA,,582,EPI_ISL_18709389
WVS18616,10/27/2023,Homo sapiens,USA,,582,EPI_ISL_18709388
WVS21664,12/6/2023,Homo sapiens,USA,,582,EPI_ISL_18709387
WVS21873,11/12/2023,Homo sapiens,USA,,582,EPI_ISL_18709386
WVS20237,10/31/2023,Homo sapiens,USA,,582,EPI_ISL_18709385
WVS18467,11/27/2023,Homo sapiens,USA,,582,EPI_ISL_18709384
WVS18528,12/5/2023,Homo sapiens,USA,,582,EPI_ISL_18709383
WVS19471,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18709382
WVS18539,12/6/2023,Homo sapiens,USA,,582,EPI_ISL_18709381
WVS21829,12/5/2023,Homo sapiens,USA,,582,EPI_ISL_18709380
WVS22159,11/30/2023,Homo sapiens,USA,,582,EPI_ISL_18709379
WVS21818,12/4/2023,Homo sapiens,USA,,582,EPI_ISL_18709378
WVS18517,12/5/2023,Homo sapiens,USA,,582,EPI_ISL_18709377
WVS19405,11/10/2023,Homo sapiens,USA,,582,EPI_ISL_18709376
WVS21554,12/3/2023,Homo sapiens,USA,,582,EPI_ISL_18709375
WVS18275,11/20/2023,Homo sapiens,USA,,582,EPI_ISL_18709374
WVS20808,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18709373
WVS18649,11/11/2023,Homo sapiens,USA,,582,EPI_ISL_18709371
WVS18704,10/23/2023,Homo sapiens,USA,,582,EPI_ISL_18709370
WVS19394,11/9/2023,Homo sapiens,USA,,582,EPI_ISL_18709369
WVS21796,11/28/2023,Homo sapiens,USA,,582,EPI_ISL_18709368
WVS18748,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18709366
WVS21302,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18709365
WVS18627,11/1/2023,Homo sapiens,USA,,582,EPI_ISL_18709364
WVS21269,11/11/2023,Homo sapiens,USA,,582,EPI_ISL_18709363
WVS18264,11/12/2023,Homo sapiens,USA,,582,EPI_ISL_18709362
WVS18770,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18709361
WVS21488,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18709360
WVS20632,11/29/2023,Homo sapiens,USA,,582,EPI_ISL_18709359
WVS18891,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18709358
WVS22192,12/10/2023,Homo sapiens,USA,,582,EPI_ISL_18709357
WVS19951,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18709356
WVS18561,12/7/2023,Homo sapiens,USA,,582,EPI_ISL_18709355
WVS21477,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18709354
WVS20983,11/5/2023,Homo sapiens,USA,,582,EPI_ISL_18709353
WVS21291,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18709352
WVS20094,11/18/2023,Homo sapiens,USA,,582,EPI_ISL_18709351
WVS20083,11/16/2023,Homo sapiens,USA,,582,EPI_ISL_18709350
WVS20105,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18709349
WVS21466,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18709348
WVS21499,11/20/2023,Homo sapiens,USA,,582,EPI_ISL_18709347
WVS21884,11/16/2023,Homo sapiens,USA,,582,EPI_ISL_18709346
WVS21159,11/28/2023,Homo sapiens,USA,,582,EPI_ISL_18709345
WVS21280,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18709344
WVS20116,11/26/2023,Homo sapiens,USA,,582,EPI_ISL_18709343
WVS19196,11/17/2023,Homo sapiens,USA,,582,EPI_ISL_18709342
WVS19504,11/27/2023,Homo sapiens,USA,,582,EPI_ISL_18709341
WVS21543,12/3/2023,Homo sapiens,USA,,582,EPI_ISL_18709340
WVS20204,10/26/2023,Homo sapiens,USA,,582,EPI_ISL_18709339
WVS20643,12/3/2023,Homo sapiens,USA,,582,EPI_ISL_18709338
WVS21565,12/4/2023,Homo sapiens,USA,,582,EPI_ISL_18709337
WVS20226,10/31/2023,Homo sapiens,USA,,582,EPI_ISL_18709336
WVS21532,11/30/2023,Homo sapiens,USA,,582,EPI_ISL_18709335
WVS20621,11/29/2023,Homo sapiens,USA,,582,EPI_ISL_18709334
WVS11557,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709333
WVS17545,11/12/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709332
WVS17226,12/5/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709331
WVS15621,12/1/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709330
WVS16355,11/25/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709329
WVS13239,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709328
WVS17512,11/1/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709327
WVS15346,11/19/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709326
WVS15632,12/2/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709325
WVS11141,11/30/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709324
WVS11722,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709323
WVS15939,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709322
WVS11546,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709321
WVS17754,12/3/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709320
WVS13272,11/26/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709319
WVS13962,11/20/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709318
WVS11733,11/16/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709317
WVS13775,12/4/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709316
WVS12184,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709315
WVS16989,12/4/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709314
WVS17204,12/4/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709313
WVS13359,11/20/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709312
WVS11524,11/21/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709311
WVS13381,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709310
WVS17336,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709309
WVS13392,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709308
WVS17523,11/2/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709307
WVS14599,11/24/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709306
WVS12173,11/14/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709305
WVS11125,11/25/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709304
WVS15610,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709303
WVS14643,11/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709302
WVS13261,11/26/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709301
WVS16936,11/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709300
WVS12975,11/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709299
WVS16914,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709298
WVS12986,11/30/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709297
WVS14621,11/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709296
WVS13250,11/24/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709295
WVS17786,12/4/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709294
WVS17215,12/5/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709293
WVS13764,11/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709292
WVS16366,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709291
WVS15961,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709290
WVS15335,11/19/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709289
WVS17347,11/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709287
WVS12195,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709285
WVS17237,12/7/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709283
WVS12964,11/26/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709281
WVS17534,11/10/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709279
WVS12997,12/1/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709277
WVS15313,11/19/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709275
WVS15324,11/19/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709273
WVS15599,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709271
WVS11711,11/14/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709269
WVS11535,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709267
WVS11700,11/3/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709265
WVS14456,10/23/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709263
WVS17797,12/9/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709261
WVS15104,12/3/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709260
WVS15137,12/3/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709259
WVS16903,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709258
WVS15115,12/3/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709257
WVS16947,11/30/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709256
WVS17764,12/4/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709255
WVS11116,10/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709254
WVS11132,12/1/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709253
WVS13940,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709252
WVS13929,11/14/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709251
WVS15950,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709250
WVS15928,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709249
WVS15917,11/7/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709248
WVS14445,10/23/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709247
WVS15972,11/27/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709246
WVS14467,10/25/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709245
WVS16925,11/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709244
WVS16892,11/28/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709243
WVS13973,11/20/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709242
WVS14478,11/3/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709241
WVS13951,11/20/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709240
WVS15126,12/3/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18709239
WVS07497,11/14/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18709238
WVS08279,11/27/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18709237
WVS07669,11/24/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18709236
WVS09975,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18709235
WVS09568,11/22/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708964
WVS08303,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708963
WVS07488,12/6/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708962
WVS09043,11/27/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708961
WVS07478,12/4/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708960
WVS08759,11/26/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708959
WVS08819,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708958
WVS10202,12/6/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708957
WVS10059,11/22/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708956
WVS08399,11/28/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708955
WVS08783,11/27/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708954
WVS08435,12/4/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708953
WVS09844,11/23/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708952
WVS08843,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708951
WVS10586,12/6/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708950
WVS08471,11/21/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708949
WVS10622,12/8/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708948
WVS09055,11/28/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708947
WVS09328,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708946
WVS08387,11/20/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708945
WVS08411,11/30/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708944
WVS09089,11/29/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708943
WVS10226,12/7/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708942
WVS08983,11/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708941
WVS07621,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708940
WVS09067,11/28/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708939
WVS07573,11/24/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708938
WVS09101,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708937
WVS09556,11/21/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708936
WVS08795,12/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708935
WVS07657,11/15/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708934
WVS10598,12/7/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708933
WVS10250,11/27/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708932
WVS08771,11/26/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708931
WVS09544,11/21/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708930
WVS10562,12/5/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708929
WVS10310,11/6/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708928
WVS09820,11/14/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708927
WVS07470,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708926
WVS09832,11/23/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708918
WVS08972,11/1/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708917
WVS09808,11/14/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708916
WVS08459,11/21/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708915
WVS09316,12/3/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708914
WVS10047,11/22/2023,Homo sapiens,USA,H3N2,566,EPI_ISL_18708913
WVS21137,11/7/2023,Homo sapiens,USA,,582,EPI_ISL_18669777
WVS20840,10/5/2023,Homo sapiens,USA,,582,EPI_ISL_18669776
WVS21115,11/2/2023,Homo sapiens,USA,,582,EPI_ISL_18669775
WVS19775,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18669774
WVS18482,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18669773
WVS19852,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18669772
WVS21642,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18669771
WVS19874,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18669770
WVS19742,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18669769
WVS18506,11/16/2023,Homo sapiens,USA,,582,EPI_ISL_18669768
WVS20423,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18669767
WVS22126,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18669765
WVS20445,11/21/2023,Homo sapiens,USA,,582,EPI_ISL_18669764
WVS22104,11/16/2023,Homo sapiens,USA,,582,EPI_ISL_18669763
WVS18715,10/27/2023,Homo sapiens,USA,,582,EPI_ISL_18669762
WVS21939,10/16/2023,Homo sapiens,USA,,582,EPI_ISL_18669761
WVS20764,11/6/2023,Homo sapiens,USA,,582,EPI_ISL_18669760
WVS18726,10/28/2023,Homo sapiens,USA,,582,EPI_ISL_18669759
WVS19460,11/20/2023,Homo sapiens,USA,,582,EPI_ISL_18669758
WVS18737,10/30/2023,Homo sapiens,USA,,582,EPI_ISL_18669757
WVS19449,11/8/2023,Homo sapiens,USA,,582,EPI_ISL_18669756
WVS21851,11/4/2023,Homo sapiens,USA,,582,EPI_ISL_18669755
WVS20753,11/6/2023,Homo sapiens,USA,,582,EPI_ISL_18669754
WVS20775,11/7/2023,Homo sapiens,USA,,582,EPI_ISL_18669753
WVS21785,11/20/2023,Homo sapiens,USA,,582,EPI_ISL_18669752
WVS21840,11/1/2023,Homo sapiens,USA,,582,EPI_ISL_18669751
WVS19841,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18669749
WVS19753,11/16/2023,Homo sapiens,USA,,582,EPI_ISL_18669748
WVS18475,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18669747
WVS19764,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18669746
WVS22137,11/25/2023,Homo sapiens,USA,,582,EPI_ISL_18669744
WVS19720,11/10/2023,Homo sapiens,USA,,582,EPI_ISL_18669743
WVS21631,11/14/2023,Homo sapiens,USA,,582,EPI_ISL_18669742
WVS20401,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18669741
WVS22115,11/24/2023,Homo sapiens,USA,,582,EPI_ISL_18669740
WVS20412,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18669739
WVS19731,11/15/2023,Homo sapiens,USA,,582,EPI_ISL_18669738
WVS18495,11/16/2023,Homo sapiens,USA,,582,EPI_ISL_18669737
WVS22093,11/16/2023,Homo sapiens,USA,,582,EPI_ISL_18669736
WVS22148,11/25/2023,Homo sapiens,USA,,582,EPI_ISL_18669735
WVS19863,11/19/2023,Homo sapiens,USA,,582,EPI_ISL_18669734
WVS20434,11/21/2023,Homo sapiens,USA,,582,EPI_ISL_18669733
WVS19885,11/20/2023,Homo sapiens,USA,,582,EPI_ISL_18669732
WVS14906,11/9/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669720
WVS17292,11/5/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669716
WVS11656,10/30/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669699
WVS13151,11/9/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669681
WVS17468,10/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669663
WVS13184,11/13/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669645
WVS17161,11/13/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669626
WVS15302,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669613
WVS17303,11/14/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669594
WVS15291,11/10/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669592
WVS13217,11/19/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669590
WVS14917,11/11/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669588
WVS13228,11/19/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669586
WVS13731,11/9/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669585
WVS17501,10/29/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669584
WVS13808,11/18/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669583
WVS11502,11/14/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669582
WVS17699,11/10/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669581
WVS15588,11/20/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669580
WVS13830,11/20/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669579
WVS14939,11/20/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669578
WVS16214,11/14/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669577
WVS11513,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669576
WVS16236,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669575
WVS11667,11/7/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669574
WVS13918,11/14/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669573
WVS11678,11/8/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669572
WVS17732,11/15/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669571
WVS13206,11/18/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669570
WVS13709,11/8/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669569
WVS14928,11/17/2023,Homo sapiens,USA,H1N1,566,EPI_ISL_18669568
